,Upvotes
122862,119.0
7811,1119.0
310881,83.0
291008,4.0
159120,1.0
37605,129.0
82574,12.0
140564,7.0
64441,5.0
303464,4.0
263077,314.0
101669,16.0
100330,20.0
324443,7.0
175408,7.0
88291,274.0
151419,30.0
39305,4.0
69707,7.0
227719,50.0
69159,8.0
200751,139.0
213513,23.0
195463,42.0
62003,577.0
275045,7.0
31327,118.0
182470,11.0
61547,283.0
21402,0.0
319576,134.0
82294,6.0
69323,86.0
70371,3.0
141078,3.0
272036,37.0
140862,74.0
15034,1.0
78708,510.0
191095,87.0
156463,14.0
223884,29.0
217328,337.0
161702,11.0
258599,135.0
132353,3.0
44460,7.0
167151,0.0
206823,3.0
160780,41.0
145496,211.0
200263,201.0
95972,200.0
309709,808.0
128544,908.0
212145,22.0
209129,930.0
163001,5.0
70752,53.0
304593,25.0
92258,6.0
143344,28.0
281707,16.0
233417,107.0
176397,44683.0
63293,232.0
272945,39.0
114443,1351.0
5694,12.0
57334,864.0
57211,15280.0
205473,111.0
235258,111.0
292562,16.0
163423,4.0
144187,74.0
61226,21.0
212017,12.0
221949,627.0
56993,3.0
147585,12.0
112737,147.0
144923,3.0
31395,115.0
120674,308.0
265708,75.0
136555,2.0
168432,27.0
165719,9.0
238487,38.0
79168,157.0
44800,6.0
62512,28.0
86543,169.0
316148,15.0
169569,6.0
251749,3.0
294880,213.0
53805,20.0
68640,17.0
286560,62.0
45358,13.0
184497,149.0
183409,126.0
184485,7.0
197996,8.0
9151,626.0
147945,10.0
26311,59.0
252201,7.0
326509,30.0
24476,6.0
207913,13.0
147933,7.0
145521,813.0
247222,22.0
21269,176.0
26950,7.0
242370,5.0
198512,3.0
29014,8.0
229125,10.0
66918,45.0
130915,35.0
266621,4.0
315228,29.0
328099,390.0
4342,100.0
159620,34.0
67072,137.0
91034,9.0
271982,8.0
310695,484.0
255131,640.0
175430,65.0
218155,21.0
54073,34.0
199801,126.0
128520,3.0
226700,32.0
124069,11.0
112417,14.0
206161,67.0
276718,3.0
209635,46.0
150463,3.0
309476,20.0
217138,0.0
281583,763.0
226866,369.0
116642,81.0
97345,6.0
320852,59.0
77608,5.0
250691,859.0
189995,378.0
100742,215.0
288544,97.0
206936,63.0
64471,7.0
326735,0.0
316305,130.0
45809,5.0
21759,1.0
215702,71.0
100213,282.0
264111,219.0
266216,3.0
235174,76.0
272918,65.0
130823,6.0
161550,14.0
154101,54.0
275560,68.0
75363,9906.0
301976,13.0
22029,19.0
27409,8.0
316890,3.0
178289,2.0
266880,2.0
184170,258.0
265848,120.0
101930,14.0
277384,11.0
138978,7.0
187715,296.0
146174,137.0
194607,1.0
29415,6.0
84576,52.0
108590,16.0
54193,1.0
115645,5.0
83414,2.0
257180,62.0
142833,13.0
105875,1739.0
3715,7.0
183087,0.0
13229,134.0
305748,6.0
66143,55.0
157559,1.0
199977,177.0
278945,4349.0
229758,48.0
174866,222.0
104274,0.0
89700,110.0
201891,60.0
280118,17.0
86219,7.0
164083,26.0
74256,139.0
64326,46.0
198134,10.0
301133,3.0
86858,5.0
196369,6.0
190556,2321.0
293650,19.0
126315,90.0
27788,25.0
93309,68.0
56458,3.0
4088,4.0
242584,5.0
243585,11.0
255439,0.0
98897,32.0
270257,66.0
306957,5.0
234160,760.0
39888,24.0
145832,3.0
204063,1246.0
314731,3499.0
77527,241.0
299611,537.0
212040,87.0
36332,10.0
197557,20.0
205827,6.0
80051,6.0
166037,103.0
174074,793.0
185395,5.0
263845,59.0
44220,28.0
304288,2205.0
320748,54.0
317926,4.0
81610,1260.0
193705,63.0
196854,2.0
207979,25.0
71294,331.0
273016,0.0
169772,33.0
266931,87.0
106340,21.0
122853,17.0
73245,6.0
135406,12.0
288373,81.0
265524,10.0
72907,179.0
140772,8.0
199512,30.0
123391,69.0
280958,292.0
6480,59.0
166815,23.0
14263,0.0
201470,47.0
109412,3.0
87674,6.0
23019,3.0
233350,4.0
108527,81.0
259379,76.0
82676,325.0
294817,255.0
197824,179.0
116052,151.0
227436,149.0
204342,72.0
212262,193.0
5424,4.0
196046,74.0
102932,43.0
81972,12.0
143360,7.0
266605,9.0
196425,14.0
232671,3.0
92162,19.0
165494,16.0
246252,227.0
265419,3.0
183075,9.0
317105,24.0
42673,32.0
241976,13.0
91055,34.0
3199,12.0
77751,284.0
266390,2.0
305327,39.0
258356,22.0
138253,89.0
82095,244.0
281074,11.0
219856,4.0
306793,3.0
42759,1877.0
42967,67.0
145077,37.0
65395,447.0
155157,17.0
120499,8.0
279792,16.0
114916,4.0
186224,4.0
202046,141.0
224076,0.0
12147,3.0
199994,2.0
224401,4510.0
182761,12.0
218951,50.0
308553,4.0
81668,0.0
327286,347.0
86940,6.0
180313,72.0
122964,34.0
144704,16871.0
267767,788.0
154428,90.0
136989,310.0
325330,117.0
24085,53.0
285270,10.0
52835,11.0
246668,432.0
2735,84.0
252998,561.0
3745,32.0
154536,2.0
59855,209.0
26420,2.0
135832,1.0
252521,39.0
300467,30.0
47140,1.0
197327,156.0
219585,0.0
270274,6.0
268427,238.0
99322,216.0
297992,6.0
245084,6.0
133707,7.0
324148,6.0
40338,334.0
130761,52.0
158180,3.0
276383,28.0
295292,7.0
256532,2.0
237792,4.0
213242,18.0
80639,74.0
213023,96.0
113010,111.0
108476,85.0
291304,279.0
300474,100.0
294300,11.0
114568,36.0
139614,22.0
167995,298.0
79892,5.0
246198,187.0
197661,203.0
109829,51.0
151924,111.0
35402,89.0
235063,17.0
58391,503.0
141820,63.0
72828,7.0
237654,29.0
325092,31.0
275679,42.0
153983,481.0
80110,83.0
157859,31.0
21099,7.0
323016,13.0
40693,7.0
301564,933.0
212141,393.0
28599,11.0
239572,32.0
110918,1.0
173174,137.0
145856,6.0
316572,58.0
296207,8.0
239099,55.0
32419,164.0
289220,7.0
215424,6.0
59749,9.0
328668,2.0
268538,49.0
218842,1.0
76510,0.0
14789,29.0
154797,1539.0
147235,40.0
172878,51.0
304863,12.0
40854,180.0
164973,0.0
157497,6.0
15843,34.0
286181,2.0
74890,37.0
104756,248.0
3161,4.0
63848,400.0
161585,33.0
73110,21.0
65627,22.0
183106,1.0
101790,6.0
92890,96.0
67171,28.0
220201,12.0
203529,30.0
184879,26.0
255420,14.0
266083,25.0
95901,5.0
200677,14.0
140419,19.0
171459,104.0
155779,8.0
245270,244.0
27050,4043.0
150229,6.0
136604,15.0
12186,19.0
327269,24.0
191321,914.0
218446,19.0
151450,13.0
265418,51.0
149861,2171.0
149660,3.0
182122,7.0
243259,171.0
322591,77.0
31352,1076.0
294670,15.0
311893,20.0
238580,11.0
284632,21.0
296422,18.0
10186,9.0
150834,35.0
34175,31.0
45138,112.0
303914,11.0
139308,6845.0
277798,132.0
150845,14.0
129800,1090.0
144053,6.0
45550,187.0
77709,103.0
76361,35.0
307495,103.0
188283,57.0
158260,15741.0
229290,25.0
77247,39.0
105159,71.0
80945,333.0
233911,21.0
85417,123.0
2619,149.0
32183,2.0
194341,766.0
85137,2.0
7293,138.0
29569,18.0
165064,21.0
36829,21.0
266677,83.0
307282,7.0
37365,1666.0
1029,14.0
67779,10.0
269446,17.0
186850,44.0
195923,45.0
8808,1.0
31392,51.0
164271,4387.0
46891,3.0
136534,2261.0
88561,1.0
168517,89.0
267776,8.0
263134,278.0
21353,10.0
155208,839.0
217765,124.0
274183,16.0
255190,349.0
250724,12.0
141258,1.0
185894,441.0
217672,5.0
206916,8.0
34339,1.0
271103,450.0
45021,926.0
92830,43.0
321684,5.0
283855,1.0
261191,10.0
37476,5.0
112481,184.0
116694,11.0
212167,164.0
223078,184.0
12368,22.0
72228,415.0
320023,1164.0
51561,259.0
14022,0.0
303408,52.0
43144,3.0
192005,29.0
278457,10.0
274118,76.0
323858,198.0
123629,10.0
239063,7.0
250515,9.0
290574,66.0
31133,7.0
111539,7.0
47468,125.0
150926,152.0
100647,2.0
276972,353.0
42158,9.0
184349,6.0
329189,63.0
221432,15.0
95888,46.0
248512,31.0
144460,25.0
264453,27.0
297000,217.0
79443,242.0
328964,50.0
230713,53.0
182465,48.0
300827,7.0
217339,3.0
57248,39.0
6859,1679.0
266440,0.0
281659,41.0
314644,24.0
139699,4.0
85231,11.0
242073,131.0
251317,569.0
123216,10.0
1869,0.0
210251,160.0
207067,27.0
278824,52.0
181933,366.0
53889,9.0
117199,7.0
322898,1.0
235038,99.0
52310,491.0
207722,98.0
57270,3.0
244113,72.0
204554,48.0
233053,304.0
159099,1.0
60478,63.0
209061,120.0
314498,29.0
25265,1.0
6799,171.0
132349,30.0
290780,41.0
121286,0.0
88061,45.0
68558,100.0
311773,121.0
117828,115.0
259925,120.0
193848,8.0
286389,5.0
273186,16.0
325564,87.0
274734,46.0
248539,80.0
88542,4.0
157507,66.0
16312,160.0
210999,56.0
87887,133.0
286158,4.0
78734,335.0
229653,2.0
27701,2.0
246294,54.0
280455,2.0
312781,142.0
120682,52.0
299426,52.0
273187,22.0
98862,44.0
146681,652.0
301439,45.0
144739,151.0
255804,34.0
278793,161.0
168840,235.0
242091,98.0
47478,106.0
100012,5.0
281511,3.0
228408,8.0
114688,5.0
83492,25.0
259455,2.0
61384,101.0
282663,46.0
137997,56.0
296118,15.0
67961,47.0
91740,3.0
138515,2.0
234985,26.0
178892,96.0
108400,80.0
32303,201.0
204344,40.0
327876,29.0
40827,139.0
74758,21.0
274876,605.0
297526,124.0
2384,0.0
97144,7.0
24868,5.0
229525,44.0
103397,94.0
33817,38.0
320999,122.0
67025,243.0
25931,2.0
138706,4.0
265411,31.0
147867,16.0
65432,11.0
149226,53.0
224148,7.0
129255,2.0
219905,181.0
88899,8.0
267952,95.0
142818,151.0
161105,41.0
101928,376.0
75876,25.0
209294,47.0
270247,28.0
126283,32.0
30013,778.0
48751,19.0
178461,16.0
156027,2393.0
67083,1.0
278641,8.0
195197,330.0
313921,10.0
299636,554.0
313109,5.0
64526,55.0
55882,5.0
307980,57.0
76176,767.0
292700,17.0
195845,25.0
60921,192.0
130020,3.0
244923,24.0
248096,0.0
192589,5311.0
56620,4.0
26182,10.0
24229,355.0
134054,0.0
171031,8.0
224521,13.0
150644,53.0
170564,57.0
45914,16.0
103621,143.0
188248,7.0
13628,180.0
113243,13.0
307038,36.0
113762,13.0
271537,12.0
29698,116.0
217563,221.0
145895,11.0
237795,4.0
141938,1.0
176463,34.0
268431,175.0
279832,555.0
160817,17.0
32976,29.0
8535,911.0
216187,168.0
112991,124.0
166357,94.0
71841,38.0
116541,10.0
184058,8.0
274582,1.0
157571,55.0
232531,0.0
64487,21.0
89233,408.0
297289,3.0
51517,12.0
179740,58.0
187386,727.0
110832,32.0
305302,17.0
25682,48.0
217775,324.0
293555,15.0
94257,35.0
175832,0.0
109639,17.0
328120,319.0
92243,36509.0
252465,14.0
53223,14.0
177885,3.0
176027,1269.0
90972,145.0
305891,110.0
261481,86.0
118638,305.0
109279,14.0
246076,7.0
76662,54.0
263648,2.0
176563,2.0
306820,11.0
319412,8.0
162884,11.0
298664,262.0
162002,13.0
267290,34.0
50766,53.0
209390,75.0
65492,165.0
197195,3.0
26951,49.0
115030,14.0
52002,22.0
145732,10.0
39964,86.0
27475,4.0
181021,119.0
285812,248.0
252703,7.0
149697,9.0
55749,2.0
276698,1.0
238500,577.0
327569,84.0
68787,2.0
85053,114.0
23098,8.0
163755,2.0
263652,162.0
313632,50.0
180796,86.0
11725,3.0
47407,83.0
15996,53.0
87822,12.0
141188,22.0
328760,33.0
162873,18.0
243458,1.0
112151,10.0
1649,11.0
167052,1.0
328939,5.0
229265,12.0
274813,50.0
114932,4.0
168005,208.0
82677,43.0
45939,1578.0
295253,12.0
159319,10.0
140640,6.0
289208,1037.0
264077,5.0
97953,0.0
2039,409.0
304193,3.0
118371,136.0
304391,12.0
85871,5.0
45403,13.0
174818,193.0
171937,48.0
325249,15.0
243685,711.0
129474,11.0
3699,153.0
129991,787.0
237793,80.0
44201,53.0
184676,15.0
66076,725.0
290534,4.0
133104,36.0
244102,785.0
322480,34.0
303886,35.0
155388,6.0
138394,77.0
143924,27944.0
165142,15.0
55211,15.0
85296,16.0
41866,12.0
316532,84.0
252910,82.0
327240,123.0
112886,5.0
285369,1049.0
89367,66.0
128479,22.0
315035,96.0
55267,5.0
61029,102.0
179950,58.0
260760,23.0
300298,32.0
276674,243.0
31712,3.0
6156,84.0
261566,12.0
327763,12.0
60891,152.0
171701,78.0
136176,39.0
259624,26.0
137010,6.0
274370,55.0
260702,8.0
34589,2717.0
227036,43.0
220428,264.0
259107,137.0
314303,58.0
185938,126.0
41984,504.0
197945,2259.0
118215,130.0
305066,10.0
230760,5.0
19091,12.0
228907,8.0
175457,583.0
125055,251.0
253759,222.0
98259,72.0
182727,701.0
108360,1.0
30875,2.0
323507,0.0
313744,9.0
76913,18.0
271093,44.0
92937,6.0
29767,2.0
253658,1318.0
244879,127.0
40959,4.0
195016,113.0
42677,23.0
307238,5.0
50849,74.0
148703,6.0
135123,69.0
84608,42.0
113465,78.0
51024,484.0
320615,12.0
13669,1.0
329200,33.0
296813,58.0
126922,334.0
293254,358.0
46029,27.0
137373,1.0
277657,64.0
131695,1075.0
55752,36.0
229939,18.0
207160,7.0
238712,10.0
140055,8.0
214462,75.0
91645,109.0
169044,602.0
9332,0.0
71407,4.0
252171,13.0
152130,2.0
206061,16.0
85402,13.0
152531,23.0
246679,633.0
24778,704.0
172376,7.0
294057,3.0
280601,8.0
204260,28.0
173024,9.0
260148,5717.0
44727,133.0
119690,3.0
51417,16.0
291757,130.0
64797,70.0
304354,734.0
321418,14.0
314780,4.0
323795,950.0
277282,332.0
118484,87.0
161635,27.0
157161,165.0
61670,35.0
28784,5.0
112311,3.0
81376,6.0
121103,103.0
265628,78.0
110821,22.0
34226,85.0
32365,8.0
119177,3393.0
319373,142.0
200163,991.0
16810,50.0
312118,283.0
308709,52.0
315063,3.0
34100,1.0
312988,15.0
191658,0.0
127949,8.0
200238,45.0
118134,19.0
238240,63.0
105637,157.0
81324,615.0
210738,2.0
103390,128.0
82690,23.0
8527,9.0
220877,507.0
194728,1202.0
109523,13.0
78013,1.0
58536,302.0
292912,17.0
279900,42.0
156893,311.0
7733,28.0
261224,4.0
138169,5.0
22124,9.0
173205,2.0
27471,64.0
103624,131.0
109370,25.0
147065,75.0
321610,16.0
78749,30.0
132815,4.0
45984,46.0
300355,630.0
143008,5.0
79323,47.0
178585,22.0
115876,2.0
302533,20.0
159239,1427.0
64875,3.0
216662,56.0
291118,179.0
136882,65.0
224948,15.0
213783,5.0
190851,56.0
282789,2.0
246228,14.0
178380,67.0
287024,20.0
206235,360.0
119858,0.0
309777,471.0
305643,42.0
37052,621.0
233324,5.0
303663,12.0
122721,36.0
293515,373.0
208818,16.0
198612,7.0
18206,37.0
190297,10.0
45043,120.0
231143,42.0
161935,36.0
13926,6.0
38466,9.0
132051,4.0
58269,208.0
118959,291.0
79940,33.0
290347,8.0
817,836.0
323267,121.0
266585,104.0
255704,28.0
299675,91.0
46793,71.0
243918,1.0
259570,5.0
277192,13.0
79253,47.0
61905,7.0
119108,123.0
130205,33.0
247282,12.0
34091,0.0
8889,30.0
90041,11.0
136697,26.0
150275,28.0
123462,795.0
266921,65.0
220370,38.0
107727,471.0
26662,122.0
212440,102.0
144806,10.0
153986,2.0
244223,13.0
155075,0.0
184584,35.0
258920,53.0
158627,1.0
72699,2.0
189947,33.0
240943,48.0
322431,23.0
49872,841.0
113676,3.0
168836,1.0
257416,55.0
198068,3743.0
285014,37.0
259199,41.0
163767,7.0
76222,17.0
76237,107.0
82260,16.0
57941,2344.0
232070,1138.0
123121,42.0
293188,36.0
22819,110.0
296020,13.0
96388,0.0
4058,26.0
187354,18.0
62432,6.0
201170,14.0
289426,3.0
37012,25.0
40011,56.0
248585,178.0
94050,22.0
153788,7.0
21279,634.0
20136,17.0
32518,139.0
103898,7.0
77949,88.0
101174,70.0
231783,111.0
79966,188.0
239205,6.0
103494,35.0
77068,13.0
210718,2.0
81255,23.0
244541,2.0
52532,15.0
210174,10.0
40632,295.0
33571,326.0
246939,12.0
113738,46.0
35876,70.0
68134,1.0
156379,2.0
290098,13.0
53282,5.0
197281,16.0
188319,2.0
161099,13.0
2478,6.0
308959,704.0
184961,5650.0
264548,26.0
261577,3.0
308022,3.0
296455,108.0
127139,11.0
127201,7.0
144805,4.0
186459,97.0
308028,30.0
306395,50.0
284414,21.0
61761,2.0
301819,150.0
325950,5.0
32599,204.0
204770,71.0
239069,1.0
136689,40.0
245716,6.0
133814,1.0
40318,16.0
141630,809.0
329260,0.0
279467,10.0
239910,57.0
1635,3.0
42546,416.0
136905,119.0
131451,643.0
169971,42.0
62624,11.0
120433,11.0
139250,0.0
199885,350.0
3431,164.0
225630,565.0
52363,71.0
244596,74.0
114528,10.0
81343,3888.0
310019,10.0
299394,2.0
244955,53.0
50159,7.0
273744,17.0
294359,155.0
144749,0.0
52056,32.0
323713,164.0
162273,28.0
240172,18.0
311522,16.0
230507,0.0
293946,125.0
206850,391.0
151092,8.0
202135,291.0
191108,7.0
118684,3638.0
261160,35.0
299982,173.0
94236,8.0
29838,63.0
131315,48.0
241792,0.0
64661,16.0
172104,11.0
173608,2.0
171077,344.0
245167,12.0
158861,5.0
223907,3.0
402,71.0
24292,13.0
50992,4.0
261110,5182.0
243903,107.0
179124,11.0
19194,0.0
178987,77.0
29030,12.0
234299,14.0
23455,5.0
223653,7.0
136941,15.0
307660,35.0
281845,3.0
191161,13.0
315108,14.0
29879,49.0
220817,24.0
290028,11.0
215143,147.0
319234,95.0
16697,33.0
71683,234.0
121035,44.0
39705,7.0
135772,44.0
61557,5.0
181276,389.0
310668,392.0
102439,5.0
210296,4.0
10389,404.0
45214,37.0
321321,205.0
90711,3.0
208901,35.0
88420,205.0
178174,1399.0
323162,166.0
48689,74.0
148494,32.0
215636,6.0
97474,24.0
233640,49.0
272718,0.0
46361,198.0
297058,201.0
238602,13.0
67162,108.0
245800,107.0
144042,23.0
184285,66.0
90545,278.0
248314,51.0
169223,58.0
221254,17.0
263752,2.0
61898,5.0
168578,577.0
116001,4.0
125618,12.0
33334,44.0
216396,248.0
73491,4.0
46035,30.0
267311,403.0
66410,92.0
316025,80.0
328098,24.0
314204,4.0
245315,56.0
44702,3.0
102831,344.0
328582,46.0
170472,980.0
239302,1.0
292560,27.0
271255,12.0
247552,9.0
43438,594.0
41525,3.0
298568,0.0
100258,256.0
260447,90.0
31695,13.0
172563,31.0
194578,447.0
195648,19.0
125216,476.0
108555,54.0
68504,68.0
49394,421.0
314549,219.0
119369,10.0
163222,41.0
162937,201.0
88628,6.0
30601,17.0
129706,16.0
62250,7.0
193171,20.0
193608,26.0
268125,88.0
42814,31.0
188001,10.0
269049,483.0
35834,7.0
2657,2.0
174693,10.0
20930,5.0
87180,0.0
167143,2887.0
76400,1.0
323850,30.0
726,6296.0
171640,469.0
86281,24.0
247548,4.0
297082,48.0
118145,84.0
160502,30.0
83715,145.0
146830,531.0
185441,132.0
267506,3.0
223505,327.0
285673,49.0
19286,134.0
92999,8.0
99201,37.0
244208,101.0
29286,5265.0
174269,359.0
320046,10.0
161405,2898.0
36743,20.0
230433,18.0
256540,1.0
230152,1529.0
254798,3.0
69816,161.0
169512,10.0
267544,892.0
22211,258.0
82271,11.0
50987,472.0
114449,529.0
314066,40.0
152228,5.0
33147,2.0
191361,7.0
310499,42.0
283030,372.0
43325,13.0
38253,42.0
120668,9.0
33804,51.0
170616,60.0
184327,42.0
82863,163.0
85148,312.0
204977,10.0
286040,162.0
291671,16.0
267935,1.0
213637,611.0
38994,9.0
25903,14.0
91431,326.0
204949,21.0
216932,126.0
3405,21.0
128661,60.0
25270,15.0
128041,16.0
101202,83.0
3618,8.0
112645,239.0
32823,468.0
192503,0.0
318758,21.0
111588,28.0
43321,14.0
3459,9.0
131150,255.0
10196,85.0
73968,125.0
227798,1.0
118382,3.0
186313,5.0
229219,49.0
248304,514.0
16664,0.0
111167,54.0
224580,11.0
64995,13.0
159561,10.0
109224,68.0
48501,5.0
148183,24.0
134644,29.0
167478,2780.0
83652,1012.0
310084,385.0
188766,3.0
23319,39.0
207812,102.0
264093,58.0
58516,5.0
22494,34.0
109051,59.0
12590,3151.0
291331,9.0
105313,518.0
146229,847.0
105452,26.0
150564,103.0
288891,37.0
222274,2.0
74730,11.0
109518,104.0
25528,59.0
70216,106.0
197883,6.0
43595,412.0
85626,8.0
142104,4.0
96842,251.0
185855,1.0
228334,25.0
50118,6.0
317617,9.0
9934,52.0
67112,197.0
204079,35.0
171955,227.0
262322,19.0
78132,4.0
125358,16.0
13780,27.0
12318,28.0
58585,3.0
279390,1680.0
323807,5.0
185953,148.0
234274,25.0
198549,16.0
233523,40.0
179021,6.0
229147,54.0
120061,134.0
205249,34.0
279040,419.0
294548,53264.0
147132,4.0
146073,6142.0
209513,6.0
288294,3.0
240018,594.0
141335,222.0
87266,3.0
125281,310.0
195376,192.0
294052,20.0
290206,4.0
288365,3.0
111436,64.0
296352,5.0
230090,64.0
30819,13.0
112569,55.0
70702,15.0
314394,824.0
315404,7.0
199436,96.0
196726,28.0
245280,465.0
193559,15.0
312549,11.0
52370,38.0
35526,71.0
39997,340.0
95877,1.0
3635,32.0
26249,1215.0
104149,120.0
50415,60.0
72246,11.0
284736,34.0
63287,877.0
5836,793.0
33987,46.0
3649,80.0
314273,10.0
290476,24.0
156432,15.0
119970,67.0
259529,422.0
71074,5.0
90128,92.0
320385,4.0
201398,10.0
23188,10.0
135098,28.0
43588,10.0
123700,33.0
297277,139.0
253977,4.0
129126,716.0
89468,245.0
176052,5.0
136743,558.0
93847,955.0
254060,3.0
45360,580.0
66669,4.0
38413,1.0
155025,30.0
203652,35.0
101535,1141.0
71179,8.0
318701,675.0
240958,45.0
97683,36.0
196678,0.0
264018,798.0
295256,5.0
292963,4.0
79943,12.0
272259,86.0
30938,135.0
279138,111.0
321711,16.0
124360,25.0
320612,3.0
312783,42.0
23241,167.0
175999,7.0
214369,17.0
267646,52.0
144315,50.0
238788,0.0
82289,29.0
199886,21.0
240637,55.0
156713,41.0
137358,935.0
98230,46.0
117276,12.0
18799,92.0
199552,11.0
136267,82.0
101073,4.0
267214,4.0
83043,46.0
177978,591.0
108986,2.0
314218,52.0
121193,842.0
151875,27.0
212834,17.0
123752,56.0
320390,6.0
25680,9.0
99550,205.0
107914,6.0
67274,43.0
196795,20.0
233256,1.0
179255,19.0
41059,20.0
286119,101.0
67033,3.0
108277,121.0
305040,125.0
277532,0.0
256560,33.0
207841,1.0
181610,1094.0
23494,2.0
159198,4.0
10035,61.0
168818,64.0
29955,1.0
23649,4.0
161328,168.0
324960,44.0
267919,148.0
305613,12.0
111207,9.0
216851,772.0
257469,809.0
25511,55.0
279153,79.0
201495,4.0
246418,8.0
64277,2639.0
240646,306.0
218389,8.0
98716,1.0
314200,514.0
221107,112.0
65174,54.0
243863,64.0
275388,46.0
71089,7.0
206655,55.0
24772,4.0
220343,53.0
247515,78.0
26359,877.0
267465,1380.0
162751,0.0
193878,12.0
2132,24.0
14330,8.0
228314,4.0
163717,3.0
222716,339.0
90861,55.0
209202,14.0
82847,2.0
165124,34.0
2855,6.0
327179,16.0
103235,6.0
182145,1.0
186329,2.0
310430,8.0
309897,116.0
103948,22.0
323877,87.0
248,10.0
148419,26.0
82231,943.0
228042,97.0
106717,8.0
70046,51.0
259146,57.0
98001,0.0
108712,10.0
149124,3.0
68997,4.0
142642,4.0
237201,9.0
155373,28.0
251991,35.0
46518,6.0
260826,24.0
293617,53.0
128449,24.0
146892,46.0
249212,29.0
196028,11.0
330027,54.0
82522,103.0
315319,4.0
21477,18.0
320159,36.0
53075,4.0
9313,3.0
292303,1762.0
229633,63.0
281171,2.0
258385,59.0
13154,3.0
151205,62.0
243176,5.0
131107,0.0
308780,8.0
107542,35.0
229912,5.0
130862,167.0
20121,176.0
128079,20.0
150118,47.0
110627,1335.0
57951,113.0
164339,108.0
317028,33.0
9511,61.0
154362,488.0
192169,706.0
235806,633.0
125987,10.0
295988,10.0
249200,22.0
298058,246.0
34139,1397.0
61624,145922.0
267573,41.0
253705,1.0
298125,20.0
304844,422.0
46150,90.0
246448,25.0
166642,646.0
222454,104.0
45376,23.0
10998,16.0
79149,8.0
251507,46.0
86785,99.0
162345,385.0
106618,0.0
210732,18.0
130676,2464.0
253220,92.0
229179,21.0
267151,22.0
98469,36.0
112718,4.0
91685,7.0
20284,9.0
19706,36.0
184542,3.0
289075,55.0
189792,5.0
109569,2.0
283450,0.0
27583,13.0
251832,9.0
17991,16.0
80283,1142.0
130898,19.0
309384,1057.0
253776,1752.0
323567,65.0
225351,15.0
64135,39.0
82707,2.0
102937,326.0
254440,4.0
110529,850.0
164768,85.0
255642,36.0
316492,12.0
18940,167.0
35732,129.0
239932,2736.0
255623,1331.0
146417,4.0
81360,20.0
11650,7.0
134491,134.0
28085,9.0
75300,80.0
130459,103.0
135259,15.0
145560,4206.0
3200,6.0
263911,2142.0
141350,66.0
119322,572.0
91930,28.0
212480,13.0
303439,29.0
23910,7.0
130989,130.0
44976,13.0
155718,5.0
297447,228.0
104855,2.0
2968,15.0
289347,35.0
182415,28.0
280523,7.0
181629,659.0
174357,496.0
201752,925.0
83448,16.0
191836,1307.0
196717,289.0
192189,25.0
131809,136.0
213844,9.0
155978,13.0
162046,351.0
155593,3103.0
138690,2.0
267480,211.0
49131,12.0
123196,40.0
34072,22.0
17927,52.0
27951,1.0
38409,957.0
247115,16.0
177253,4.0
176892,62.0
121477,2.0
224508,113.0
114340,43.0
189535,70.0
296152,2860.0
190201,695.0
2064,14.0
76082,28.0
53653,57.0
12484,3.0
40454,13.0
120669,4.0
161413,18.0
55636,115.0
177307,41.0
237549,113.0
102647,9.0
293844,0.0
75431,25.0
124591,609.0
305039,41.0
51948,9.0
152619,144.0
248660,63.0
262290,0.0
143692,13.0
112414,16.0
216179,114.0
80090,42.0
41682,11.0
249721,6.0
313614,67.0
188504,719.0
26197,652.0
227797,416.0
2205,109.0
46502,409.0
257384,375.0
9554,63.0
167133,9.0
218384,120.0
263359,31.0
187144,1.0
247171,93.0
202321,435.0
18932,2.0
198752,94.0
104774,36.0
54721,22.0
315354,67.0
9042,1.0
7205,23.0
215016,26.0
120799,3.0
127345,6.0
266570,56.0
209132,103.0
233427,17.0
134380,113.0
323757,15.0
74361,26.0
214793,200.0
132163,53.0
76190,11.0
181394,3.0
78112,10.0
237224,11.0
253205,109.0
97022,0.0
71642,7.0
76839,10.0
137673,7941.0
213084,20.0
196181,8.0
265028,126.0
151993,5.0
200628,250.0
102155,0.0
129717,44.0
218957,5.0
319748,62.0
256331,15.0
192698,69.0
313223,259.0
111120,16.0
277877,21.0
300938,161.0
317445,223.0
311068,118.0
301252,2118.0
278166,7.0
108803,201.0
281591,22.0
189208,40.0
237647,207.0
154587,105.0
165861,22.0
227822,7.0
146702,2.0
139495,1372.0
299625,344.0
147668,2.0
284608,5.0
198264,122.0
182030,69.0
113537,21.0
191470,26.0
98761,114.0
28284,28.0
257028,31.0
126538,7.0
271258,5.0
144633,1001.0
122775,18.0
146930,5.0
197179,4.0
209426,72.0
94377,106.0
65999,51.0
277876,12.0
108965,11.0
202953,18.0
3733,6.0
116827,2.0
239661,39.0
281896,58.0
152860,22.0
143112,1.0
258745,5600.0
126575,64.0
33633,18.0
50105,4.0
318072,9.0
305070,139.0
91176,1.0
41031,1.0
266037,221.0
220693,555.0
52114,2.0
313197,61.0
326018,48.0
267240,2.0
112307,21.0
299706,135.0
28498,28.0
3552,3180.0
292718,2874.0
294388,37.0
151046,17.0
212466,5.0
201477,10.0
4188,52.0
25447,4.0
257943,49.0
305332,80.0
129983,132.0
143733,2.0
43444,35.0
263527,25.0
160508,115.0
19389,7.0
332,23.0
319650,8.0
